Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
Phabbers_Cafe_Zeebark,POI,POIName,,x,Phabbers Cafe (Zeebark),,,,,,,,,,,,,費伯斯咖啡廳 (Zeebark)
Pop_n_Pills_Zeebark,POI,POIName,,x,Pharmacy (Zeebark),,,,,,,,,,,,,藥局 (Zeebark)
Quad_Zeebark,POI,POIName,,x,Pebcak Downtown Quad (Zeebark),,,,,,,,,,,,,Pebcak 市區廣場 (Zeebark)
Retro_Cafe_Zeebark,POI,POIName,,x,Sam's Retro cafe (Zeebark),,,,,,,,,,,,,山姆復古咖啡廳 (Zeebark)
Retro_Diner_Zeebark,POI,POIName,,x,Retro Diner (Zeebark),,,,,,,,,,,,,復古餐館 (Zeebark)
Stuff_N_Books_Zeebark,POI,POIName,,x,Gas and Grocery Store (Zeebark),,,,,,,,,,,,,加油站暨雜貨店 (Zeebark)
Temple_of_the_Warriors_Zeebark,POI,POIName,,x,Temple of the Warriors (Zeebark),,,,,,,,,,,,,戰士神廟 (Zeebark)
The_Holly_Residence_Zeebark,POI,POIName,,x,The Holly Residence (Zeebark),,,,,,,,,,,,,霍利住宅 (Zeebark)
Trader_Bob_Zeebark,POI,POIName,,x,Trader Bob (Zeebark),,,,,,,,,,,,,商人鮑勃 (Zeebark)
UR_Ziggorat_Zeebark,POI,POIName,,x,Ur Ziggorat (Zeebark),,,,,,,,,,,,,烏爾金字神廟 (Zeebark)
Vaccination_Hub_Zeebark,POI,POIName,,x,Vaccination Hub (Zeebark),,,,,,,,,,,,,疫苗接種中心 (Zeebark)
Wagon_Trail_Cafe_Zeebark,POI,POIName,,x,Wagon Trail Cafe (Zeebark),,,,,,,,,,,,,驛馬車咖啡廳 (Zeebark)
Yard_Sale_Zeebark,POI,POIName,,x,The Robin Residence (Zeebark),,,,,,,,,,,,,羅賓住宅 (Zeebark)
Zarnak_Temple_Zeebark,POI,POIName,,x,Zarnark Egyption Temple (Zeebark),,,,,,,,,,,,,薩納克埃及神廟 (Zeebark)
Zbar_Zeebark,POI,POIName,,x,Zebar Restaurant (Zeebark),,,,,,,,,,,,,澤巴餐廳 (Zeebark)
ZBites_Zeebark,POI,POIName,,x,ZBites Store (Zeebark),,,,,,,,,,,,,ZBites 商店 (Zeebark)
Zden_Nightclub_Zeebark,POI,POIName,,x,Zden Nightclub (Zeebark),,,,,,,,,,,,,澤登夜店 (Zeebark)
Zee_Antiques_Zeebark,POI,POIName,,x,Zee Antiques Shop (Zeebark),,,,,,,,,,,,,澤古董店 (Zeebark)
Zee_Bliss_Zeebark,POI,POIName,,x,Zee Bliss Spa (Zeebark),,,,,,,,,,,,,澤極樂 SPA (Zeebark)
Zee_Hardware_Zeebark,POI,POIName,,x,Working Stiff Hardware (Zeebark),,,,,,,,,,,,,Working Stiff 五金行 (Zeebark)
Zee_Plantz_Zeebark,POI,POIName,,x,Zee Plantz Restaurant (Zeebark),,,,,,,,,,,,,澤植物餐廳 (Zeebark)
Zmart_Zeebark,POI,POIName,,x,Zmart Store (Zeebark),,,,,,,,,,,,,Zmart 商店 (Zeebark)
Shotgun_Messiah_Zeebark,POI,POIName,,x,Thebark Commercial_Strip,,,,,,,,,,,,,Thebark 商業街
Bandit_Station_Zeebark,POI,POIName,,x,Ranger Station Talbot (Zeebark),,,,,,,,,,,,,塔爾博特遊騎兵站 (Zeebark)
BikeB&B_Zeebark,POI,POIName,,x,Watson Bed & Bike (Zeebark),,,,,,,,,,,,,華森腳踏車民宿 (Zeebark)
Camping_Store_Zeebark,POI,POIName,,x,Calm Down Camping (Zeebark),,,,,,,,,,,,,放鬆露營用品店 (Zeebark)
Reptile_Store_Zeebark,POI,POIName,,x,Veins Of Venom Reptile_Store (Zeebark),,,,,,,,,,,,,毒脈爬蟲店 (Zeebark)
kevbal_cavepoi_06,,,,,As Above...,,,,,,,,,,,,,如其在上...
kevbal_cavepoi_07,,,,,Trader Union,,,,,,,,,,,,,商人聯盟
kevbal_cavepoi_08,,,,,Rebirth,,,,,,,,,,,,,重生
kevbal_cavepoi_09,,,,,Get Rekt,,,,,,,,,,,,,被幹掉了
kevbal_cavepoi_10,,,,,Wrong Turn,,,,,,,,,,,,,走錯路了
kevbal_entrance_01,,,,,Walk in the Park,,,,,,,,,,,,,公園漫步
kevbal_entrance_02,,,,,Black and Blue Justice,,,,,,,,,,,,,青一塊紫一塊的正義
kevbal_entrance_03,,,,,Shamway Sinkhole,,,,,,,,,,,,,善味天坑
kevbal_entrance_04,,,,,ARNG Last Stand,,,,,,,,,,,,,陸軍國民警衛隊最後防線
kevbal_entrance_05,,,,,Navesgane Monument,,,,,,,,,,,,,納維斯甘紀念碑
kevbal_entrance_06,,,,,Over My Cold Dead...,,,,,,,,,,,,,從我的冷硬屍體上...
kevbal_entrance_07,,,,,Close Encounters,,,,,,,,,,,,,近距離接觸
kevbal_entrance_08,,,,,We Tried,,,,,,,,,,,,,我們試過了
kevbal_entrance_09,,,,,Sanctuary,,,,,,,,,,,,,避難所
kevbal_entrance_10,,,,,Picnic at the lake,,,,,,,,,,,,,湖畔野餐
kevbal_entrance_11,,,,,Sector 36,,,,,,,,,,,,,36 號區域
kevbal_entrance_12,,,,,The Riccton Ranch,,,,,,,,,,,,,里克頓牧場
kevbal_entrance_13,,,,,Mickeys Meats,,,,,,,,,,,,,米奇肉鋪
kevbal_entrance_14,,,,,Nookies Cookies,,,,,,,,,,,,,努基餅乾坊
kevbal_entrance_15,,,,,The Watchtower,,,,,,,,,,,,,瞭望塔
buffElementHotShowerWetName,,,,,Cleanliness,,,,,,,,,,,,,清潔度
buffElementHotShowerWetDesc,,,,,"Normally under the rain, you get colder, but since you've taken a hot shower, you receive some unexpected benefits.\n\nStamina Regeneration: [DECFA4]+{cvar(.StaminaRegeneration:0.0)}%[-]\n\nRunning Speed: [DECFA4]+{cvar(.RunSpeed:0.0)}%[-]\n\nCold Resist: [DECFA4]+{cvar(.ColdResistance:0.0)}[-]",,,,,,,,,,,,,通常在雨中會變得更冷，但因為你剛洗了熱水澡，獲得了一些意外的好處。\n\n耐力回復: [DECFA4]+{cvar(.StaminaRegeneration:0.0)}%[-]\n\n奔跑速度: [DECFA4]+{cvar(.RunSpeed:0.0)}%[-]\n\n抗寒: [DECFA4]+{cvar(.ColdResistance:0.0)}[-]
buffElementHotShowerWetTooltip,,,,,You enjoy a hot shower,,,,,,,,,,,,,你享受熱水澡
ztMasterBlocks,,,,,[e38d23](UBBI) Sets,,,,,,,,,,,,,[e38d23](UBBI) 組合套件
ztWoodBasedParentBlocks,,,,,[e38d23](UBBI) Wood Sets,,,,,,,,,,,,,[e38d23](UBBI) 木製套件
ZT_KitchenBlocks,,,,,Kitchen Furniture Variants [e38d23](UBBI) ,,,,,,,,,,,,,廚房傢俱變體 [e38d23](UBBI)
ZT_KitchenBlocksDesc,,,,,Kitchen cabinets and sinks for the zombie apocalypse!,,,,,,,,,,,,,僵屍末日的廚房櫥櫃與水槽！
ZT_BathroomBlocks,,,,,Bathroom Furniture Variants [e38d23](UBBI) ,,,,,,,,,,,,,浴室傢俱變體 [e38d23](UBBI)
ZT_DoorsDesc,,,,,Wooden doors for the zombie apocalypse!,,,,,,,,,,,,,僵屍末日的木門！
ZT_PoweredDoors,,,,,Sonja Power Doors [e38d23](UBBI),,,,,,,,,,,,,Sonja 動力門 [e38d23](UBBI)
ZT_PoweredDoorsDesc,,,,,"The most reliable doors that nice things can get you. Make sure to connect these doors to a generator bank, fuel them and connect them with other items like timer relays and switches to make use of opening the door yourself, relying on the daynight cycle to open/close these door and more. The choice is yours!",,,,,,,,,,,,,最可靠的門，需要連接發電機、燃料，並可與計時繼電器、開關等組合使用，以自行開關或依照晝夜循環自動開關。
ZT_WindowsGlassDoors,,,,,Glass Door & Window Variants [e38d23](UBBI),,,,,,,,,,,,,玻璃門與窗戶變體 [e38d23](UBBI)
ZT_WindowsGlassDoorsDesc,,,,,Windows and glass doors for the zombie apocalypse!,,,,,,,,,,,,,僵屍末日的窗戶與玻璃門！
Sonja_UBBI_FloorWhiteWood,,,,,White Wood Flooring [e38d23](UBBI),,,,,,,,,,,,,白木地板 [e38d23](UBBI)
Sonja_UBBI_FloorTanWood,,,,,Tan Wood Flooring [e38d23](UBBI),,,,,,,,,,,,,黃褐木地板 [e38d23](UBBI)
Sonja_UBBI_FloorDarkWood,,,,,Dark Wood Flooring [e38d23](UBBI),,,,,,,,,,,,,深色木地板 [e38d23](UBBI)
ZT_Fridge,,,,,Fridge Storage [e38d23](UBBI),,,,,,,,,,,,,冰箱儲存 [e38d23](UBBI)
ZT_Stove,,,,,Gas Stove [e38d23](UBBI),,,,,,,,,,,,,燃氣爐 [e38d23](UBBI)
ZT_Oven,,,,,Wall Oven [e38d23](UBBI),,,,,,,,,,,,,壁爐烤箱 [e38d23](UBBI)
ZT_StoveTop,,,,,Oven Cooktop [e38d23](UBBI),,,,,,,,,,,,,烤爐爐灶 [e38d23](UBBI)
ZT_CookerTop,,,,,Cooker Top [e38d23](UBBI),,,,,,,,,,,,,爐灶頂部 [e38d23](UBBI)
ZT_CookerTopChimney,,,,,Cooker Top Chimney [e38d23](UBBI),,,,,,,,,,,,,爐灶煙囪 [e38d23](UBBI)
ZT_Toaster,,,,,Toaster [e38d23](UBBI),,,,,,,,,,,,,烤麵包機 [e38d23](UBBI)
toasterDesc,,,,,"Unlike a campfire and other kitchen appliances, you can only make toasted foods at the toaster.\nYou must still place wood or burnable objects in the fuel slots to use it.\nAdd a cooking pot if you want to cook the Tuna Fish Gravy Toast.\nHold E to pick up Workstations within your land claim area.\n\nRepair with Forged Iron.",,,,,,,,,,,,,與營火不同，烤麵包機只能烤製吐司。必須在燃料槽放入木材或可燃物。若想烤製金槍魚肉醬吐司，需加入烹飪鍋。按 E 可在領地內拾取工作站。\n\n使用鍛造鐵修復。
ZT_CoffeeMaker,,,,,Coffee Maker [e38d23](UBBI),,,,,,,,,,,,,咖啡機 [e38d23](UBBI)
coffeeMakerDesc,,,,,"Unlike a campfire and the other kitchen appliances, you can only brew, cook and heat up beverages at the Coffee Maker.\nYou must still place wood or burnable objects in the fuel slots to use it.\nAdd a cooking pot for more recipe options.\nHold E to pick up Workstations within your land claim area.\n\nRepair with Forged Iron.""",,,,,,,,,,,,,與營火不同，咖啡機只能釀製、烹煮與加熱飲品。必須在燃料槽放入木材或可燃物。加入烹飪鍋可獲得更多配方。按 E 可在領地內拾取工作站。\n\n使用鍛造鐵修復。
ZT_Microwave,,,,,Microwave [e38d23](UBBI),,,,,,,,,,,,,微波爐 [e38d23](UBBI)
microwaveDesc,,,,,"Similar to a campfire, you will be able to cook food, purify water and make various beverages with microwaves, stoves and ovens.\nYou must still place wood or burnable objects in the fuel slots to use it\nAdd a cooking pot and grill for more recipe options.\nHold E to pick up Workstations within your land claim area.\n\nRepair with Forged Iron.""",,,,,,,,,,,,,與營火類似，微波爐可烹飪食物、淨化水與製作各種飲料。必須在燃料槽放入木材或可燃物。加入烹飪鍋與烤架可獲得更多食譜。按 E 可在領地內拾取工作站。\n\n使用鍛造鐵修復。
ZT_DecorJars,,,,,Decorative Jars [e38d23](UBBI),,,,,,,,,,,,,裝飾罐子 [e38d23](UBBI)
ZT_DecorationSpheres,,,,,Decoration Spheres [e38d23](UBBI),,,,,,,,,,,,,裝飾球體 [e38d23](UBBI)
Sonja_Painting11,,,,,Monet - Water Lilies [e38d23](UBBI),,,,,,,,,,,,,莫內 - 睡蓮 [e38d23](UBBI)
Sonja_Painting12,,,,,Renoir - Luncheon of the Boating Party [e38d23](UBBI),,,,,,,,,,,,,雷諾阿 - 船上午餐會 [e38d23](UBBI)
Sonja_Painting13,,,,,Renoir - Two Sisters on the Terrace [e38d23](UBBI),,,,,,,,,,,,,雷諾阿 - 陽臺上的兩姐妹 [e38d23](UBBI)
SonjaPaintingsDesc,,,,,Decorate your home with some of my favorite Classic Paintings.,,,,,,,,,,,,,用我最喜愛的經典畫作裝飾你的家。
ZT_Vent,,,,,Vent [e38d23](UBBI),,,,,,,,,,,,,通風口 [e38d23](UBBI)
ZT_MetalLadder,,,,,Metal Ladder [e38d23](UBBI),,,,,,,,,,,,,金屬梯子 [e38d23](UBBI)
ZT_TrashCan,,,,,Trash Can [e38d23](UBBI),,,,,,,,,,,,,垃圾桶 [e38d23](UBBI)
ZT_PalmPlantPot,,,,,Palm Plant [e38d23](UBBI),,,,,,,,,,,,,棕櫚植物 [e38d23](UBBI)
ZT_DecorPlant,,,,,Decorative Plant [e38d23](UBBI),,,,,,,,,,,,,裝飾植物 [e38d23](UBBI)
ZT_Chimney,,,,,Chimney [e38d23](UBBI),,,,,,,,,,,,,煙囪 [e38d23](UBBI)
ZT_LargeTable,,,,,Table [e38d23](UBBI),,,,,,,,,,,,,大型桌子 [e38d23](UBBI)
ZT_CoffeeTableAX1,,,,,Coffee Table [e38d23](UBBI),,,,,,,,,,,,,咖啡桌 A X1 [e38d23](UBBI)
ZT_CoffeeTableAX2,,,,,Coffee Table [e38d23](UBBI),,,,,,,,,,,,,咖啡桌 A X2 [e38d23](UBBI)
ZT_CoffeeTableX1,,,,,Coffee Table [e38d23](UBBI),,,,,,,,,,,,,咖啡桌 X1 [e38d23](UBBI)
ZT_CoffeeTableX2,,,,,Coffee Table [e38d23](UBBI),,,,,,,,,,,,,咖啡桌 X2 [e38d23](UBBI)
ZT_DarkWoodMediumTable,,,,,Table [e38d23](UBBI),,,,,,,,,,,,,深木中型桌子 [e38d23](UBBI)
ZT_GlassDesk,,,,,Glass Desk [e38d23](UBBI),,,,,,,,,,,,,玻璃書桌 [e38d23](UBBI)
ZT_GlassMetalTable1x1,,,,,Metal Table [e38d23](UBBI),,,,,,,,,,,,,金屬桌子 1x1 [e38d23](UBBI)
ZT_GlassMetalTable2x1,,,,,Metal Table [e38d23](UBBI),,,,,,,,,,,,,金屬桌子 2x1 [e38d23](UBBI)
ZT_GlassMetalTable2x2,,,,,Metal Table [e38d23](UBBI),,,,,,,,,,,,,金屬桌子 2x2 [e38d23](UBBI)
ZT_GlassMetalCoffeeTable,,,,,Metal Coffee Table [e38d23](UBBI),,,,,,,,,,,,,金屬咖啡桌[e38d23]（UBBI）
ZT_ChairMetal,,,,,Metal Chair [e38d23](UBBI),,,,,,,,,,,,,金屬椅[e38d23]（UBBI）
ZT_ElegantChair1,,,,,Leather Chair [e38d23](UBBI),,,,,,,,,,,,,皮椅[e38d23]（UBBI）
ZT_ModernChair,,,,,Metal Chair [e38d23](UBBI),,,,,,,,,,,,,金屬椅子[e38d23]（UBBI）
ZT_PCChairBlack,,,,,Computer Chair [e38d23](UBBI),,,,,,,,,,,,,電腦椅[e38d23]（UBBI）
ZT_PCChairBrown,,,,,Computer Chair [e38d23](UBBI),,,,,,,,,,,,,電腦椅[e38d23]（UBBI）
ZT_PCChairWhite,,,,,Computer Chair [e38d23](UBBI),,,,,,,,,,,,,電腦椅[e38d23]（UBBI）
ZT_SofaCornerWhite,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaWhite,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmLeftWhite,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmRightWhite,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmWhite,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaCornerGray,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaGray,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmLeftGray,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmRightGray,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmGray,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaCornerBlack,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaBlack,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmLeftBlack,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmRightBlack,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmBlack,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaCornerBrown,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaBrown,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmLeftBrown,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmRightBrown,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_SofaArmBrown,,,,,Sofa [e38d23](UBBI),,,,,,,,,,,,,沙發[e38d23]（UBBI）
ZT_Puff,,,,,Cushion [e38d23](UBBI),,,,,,,,,,,,,坐墊[e38d23] (UBBI)
SonjaBigBed_01,,,,,Large Bed [e38d23](UBBI),,,,,,,,,,,,,大床[e38d23]（UBBI）
SonjaBigBed_02,,,,,Large Bed [e38d23](UBBI),,,,,,,,,,,,,大床[e38d23]（UBBI）
SonjaBigBed_03,,,,,Large Bed [e38d23](UBBI),,,,,,,,,,,,,大型床 03 [e38d23](UBBI)
SonjaBigBed_04,,,,,Large Bed [e38d23](UBBI),,,,,,,,,,,,,大型床 04 [e38d23](UBBI)
SonjaBed_01,,,,,Small Bed [e38d23](UBBI),,,,,,,,,,,,,小床 01 [e38d23](UBBI)
SonjaBed_02,,,,,Small Bed [e38d23](UBBI),,,,,,,,,,,,,小床 02 [e38d23](UBBI)
SonjaBed_03,,,,,Small Bed [e38d23](UBBI),,,,,,,,,,,,,小床 03 [e38d23](UBBI)
SonjaBed_04,,,,,Small Bed [e38d23](UBBI),,,,,,,,,,,,,小床 04 [e38d23](UBBI)
ZT_BedroomMirror,,,,,Bedroom Mirror [e38d23](UBBI),,,,,,,,,,,,,臥室鏡子 [e38d23](UBBI)
ZT_NightStand,,,,,Night Stand Storage [e38d23](UBBI),,,,,,,,,,,,,床頭櫃儲存 [e38d23](UBBI)
ZT_Nighttable,,,,,Nighttable [e38d23](UBBI),,,,,,,,,,,,,夜桌 [e38d23](UBBI)
ZT_Laptop,,,,,Laptop [e38d23](UBBI),,,,,,,,,,,,,筆記型電腦 [e38d23](UBBI)
ZT_Arcade,,,,,Arcade [e38d23](UBBI),,,,,,,,,,,,,街機 [e38d23](UBBI)
ZT_ArcadeDruggieMon,,,,,Druggiemon Arcade [e38d23](UBBI),,,,,,,,,,,,,藥癮怪街機 [e38d23](UBBI)
arcadeDruggieMonDesc,,,,,"Druggiemon is a work in-progress monster taming game being developed by Yuméplay Studios. Become immersed in a unique take on the genre with colorful creatures, dizzying visual effects, parodying characters and more.",,,,,,,,,,,,,Druggiemon 是由 Yuméplay Studios 開發的怪物馴服遊戲。色彩繽紛的生物、炫目的視覺效果、惡搞角色等讓人沉浸其中。
ZT_ArcadeDespotsGame,,,,,Despot's Game Arcade [e38d23](UBBI),,,,,,,,,,,,,暴君遊戲街機 [e38d23](UBBI)
arcadeDespotsGameDesc,,,,,"Brought to you by game developer Konfa Games and publisher tinyBuild, Despot's Game is a procedural auto battler that'll get your mutagen strategy pumping as you fight enemies and other players!",,,,,,,,,,,,,由 Konfa Games 開發、tinyBuild 發行的程序化自動對戰遊戲，讓你在與敵人及其他玩家的對戰中提升突變策略。
ZT_GamingConsole,,,,,Gaming Console [e38d23](UBBI),,,,,,,,,,,,,遊戲主機 [e38d23](UBBI)
ZT_Handheld,,,,,Dokimon Handheld [e38d23](UBBI),,,,,,,,,,,,,Dokimon 手持機 [e38d23](UBBI)
dokimonGameDesc,,,,,"Designed by one of Monster Tamers most talented graphic designers and coders Yanako, comes the handheld version of Dokimon!",,,,,,,,,,,,,由 Monster Tamers 的天才設計師 Yanako 打造的手持版 Dokimon！
ZT_PinballMachine,,,,,Pinball Machine [e38d23](UBBI),,,,,,,,,,,,,彈珠機 [e38d23](UBBI)
ZT_CeilingLights,,,,,Ceiling Lights [e38d23](UBBI),,,,,,,,,,,,,天花板燈光 [e38d23](UBBI)
ZT_CeilingLampMetalTop,,,,,Ceiling Lamp Extender [e38d23](UBBI),,,,,,,,,,,,,天花板燈延伸件 [e38d23](UBBI)
ZT_CeilingLamp,,,,,Ceiling Lamp [e38d23](UBBI),,,,,,,,,,,,,天花板燈 [e38d23](UBBI)
ZT_Lamp,,,,,Floor Lamp [e38d23](UBBI),,,,,,,,,,,,,落地燈 [e38d23](UBBI)
ZT_LampSmall,,,,,Small Lamp [e38d23](UBBI),,,,,,,,,,,,,小型燈 [e38d23](UBBI)
ZT_NightTableLamp,,,,,Nighttable Lamp [e38d23](UBBI),,,,,,,,,,,,,夜桌燈 [e38d23](UBBI)
ZT_NightTableBackLamp,,,,,Nighttable Back Lamp [e38d23](UBBI),,,,,,,,,,,,,夜桌背燈 [e38d23](UBBI)
ZT_HangingLight,,,,,Hanging Light [e38d23](UBBI),,,,,,,,,,,,,懸掛燈 [e38d23](UBBI)
ZT_BathroomSinkLight,,,,,Small Bathroom Sink [e38d23](UBBI),,,,,,,,,,,,,小型浴室水槽燈 [e38d23](UBBI)
ZT_BathroomCabinetLight,,,,,Bathroom Shelf Storage [e38d23](UBBI),,,,,,,,,,,,,浴室櫃子儲存燈 [e38d23](UBBI)
ZT_SwimmingPoolBlock,,,,,Swimming Pool Block [e38d23](UBBI),,,,,,,,,,,,,游泳池方塊 [e38d23](UBBI)
ZT_PoolLight,,,,,Swimming Pool Light [e38d23](UBBI),,,,,,,,,,,,,游泳池燈光 [e38d23](UBBI)
ZT_PoolLightStairs01,,,,,Pool Stairs Light [e38d23](UBBI),,,,,,,,,,,,,泳池階梯燈 01 [e38d23](UBBI)
ZT_PoolLightStairs02,,,,,Pool Stairs Light [e38d23](UBBI),,,,,,,,,,,,,泳池階梯燈 02 [e38d23](UBBI)
ZT_BathroomBathtub,,,,,Bathtub [e38d23](UBBI),,,,,,,,,,,,,浴缸 [e38d23](UBBI)
ZT_BathroomBathtubWhite,,,,,Bathtub [e38d23](UBBI),,,,,,,,,,,,,白色浴缸 [e38d23](UBBI)
ZT_BathroomAccessories,,,,,Toiletries [e38d23](UBBI),,,,,,,,,,,,,浴室用品 [e38d23](UBBI)
ZT_BathroomCabinet1,,,,,Cabinet [e38d23](UBBI),,,,,,,,,,,,,浴室櫃子 1 [e38d23](UBBI)
ZT_BathroomCabinet2,,,,,Shelf [e38d23](UBBI),,,,,,,,,,,,,浴室櫃子 2 [e38d23](UBBI)
ZT_BathroomCabinet3,,,,,Cabinet [e38d23](UBBI),,,,,,,,,,,,,浴室櫃子 3 [e38d23](UBBI)
ZT_BathroomSink2,,,,,Bathroom Sink [e38d23](UBBI),,,,,,,,,,,,,浴室水槽 2 [e38d23](UBBI)
ZT_BathroomShower,,,,,Shower [e38d23](UBBI),,,,,,,,,,,,,淋浴間 [e38d23](UBBI)
ZT_BathroomTowel,,,,,Towel [e38d23](UBBI),,,,,,,,,,,,,毛巾 [e38d23](UBBI)
ZT_BathroomToiletPaper,,,,,Toilet Paper (Left) [e38d23](UBBI),,,,,,,,,,,,,衛生紙 (左) [e38d23](UBBI)
ZT_BathroomToiletPaperRight,,,,,Toilet Paper (Right) [e38d23](UBBI),,,,,,,,,,,,,衛生紙 (右) [e38d23](UBBI)
ZT_Toilet,,,,,Toilet [e38d23](UBBI),,,,,,,,,,,,,馬桶 [e38d23](UBBI)
ZT_GardenBed,,,,,Garden Bed [e38d23](UBBI),,,,,,,,,,,,,花園床 [e38d23](UBBI)
ZT_GardenChair,,,,,Garden Chair [e38d23](UBBI),,,,,,,,,,,,,花園椅子 [e38d23](UBBI)
ZT_GardenTableRound,,,,,Round Garden Table [e38d23](UBBI),,,,,,,,,,,,,圓形花園桌 [e38d23](UBBI)
ZT_GardenTableSquare,,,,,Square Garden Table [e38d23](UBBI),,,,,,,,,,,,,方形花園桌 [e38d23](UBBI)
ZT_GardenTable,,,,,Garden Table [e38d23](UBBI),,,,,,,,,,,,,花園桌 [e38d23](UBBI)
ZT_UmbrellaBlue,,,,,Blue Umbrella [e38d23](UBBI),,,,,,,,,,,,,藍色雨傘 [e38d23](UBBI)
ZT_UmbrellaGreen,,,,,Green Umbrella [e38d23](UBBI),,,,,,,,,,,,,綠色雨傘 [e38d23](UBBI)
ZT_UmbrellaRed,,,,,Red Umbrella [e38d23](UBBI),,,,,,,,,,,,,紅色雨傘 [e38d23](UBBI)
ZT_UmbrellaYellow,,,,,Yellow Umbrella [e38d23](UBBI),,,,,,,,,,,,,黃色雨傘 [e38d23](UBBI)
ZT_UmbrellaWhiteRed,,,,,Red and White Umbrella [e38d23](UBBI),,,,,,,,,,,,,紅白雨傘 [e38d23](UBBI)
ZT_UmbrellaStand,,,,,Umbrella Stand [e38d23](UBBI),,,,,,,,,,,,,雨傘架 [e38d23](UBBI)
ZT_Vines1,,,,,Flat Vines [e38d23](UBBI),,,,,,,,,,,,,平面藤蔓 1 [e38d23](UBBI)
ZT_Vines2,,,,,Flat Vines [e38d23](UBBI),,,,,,,,,,,,,平面藤蔓 2 [e38d23](UBBI)
ZT_Vines3,,,,,Wall Vines [e38d23](UBBI),,,,,,,,,,,,,牆面藤蔓 3 [e38d23](UBBI)
ZT_Vines4,,,,,Wall Vines [e38d23](UBBI),,,,,,,,,,,,,牆面藤蔓 4 [e38d23](UBBI)
ZT_Bush,,,,,Bush [e38d23](UBBI),,,,,,,,,,,,,布什[e38d23]（UBBI）
ZT_WoodDoubleDoorBrown,,,,,Brown Double Doors [e38d23](UBBI),,,,,,,,,,,,,棕色雙門[e38d23] (UBBI)
ZT_WoodDoorBrown,,,,,Brown Wooden Door [e38d23](UBBI),,,,,,,,,,,,,棕色木門[e38d23] (UBBI)
ZT_WoodDoubleDoorGray,,,,,Gray Double Doors [e38d23](UBBI),,,,,,,,,,,,,灰色雙門[e38d23] (UBBI)
ZT_WoodDoorGray,,,,,Gray Wooden Door [e38d23](UBBI),,,,,,,,,,,,,灰色木門[e38d23]（UBBI）
ZT_WoodDoubleDoorClear,,,,,Clear Double Doors [e38d23](UBBI),,,,,,,,,,,,,透明雙門[e38d23] (UBBI)
ZT_WoodDoorClear,,,,,Clear Wooden Door [e38d23](UBBI),,,,,,,,,,,,,透明木門[e38d23] (UBBI)
ZT_WoodDoubleDoorWhite,,,,,White Double Doors [e38d23](UBBI),,,,,,,,,,,,,白色雙門[e38d23] (UBBI)
ZT_WoodDoorWhite,,,,,White Wooden Door [e38d23](UBBI),,,,,,,,,,,,,白色木門[e38d23]（UBBI）
ZT_ClosetDoor,,,,,Closet Door (Swing Out) [e38d23](UBBI),,,,,,,,,,,,,壁櫥門（外開式）[e38d23] (UBBI)
ZT_ClosetDoorSwingOut,,,,,Closet Door [e38d23](UBBI),,,,,,,,,,,,,壁櫥門[e38d23]（UBBI）
ZT_ClosetSecretDoorSwingOut,,,,,Secret Closet Door [e38d23](UBBI),,,,,,,,,,,,,秘密壁櫥門[e38d23] (UBBI)
